Имя,Главная категория,Побочная категория,Артикул,Ссылка на картинку,Характеристика,Описание,Ссылка на товар,Цена
Компьютер Acer Aspire X3950 PT.SE6E1.010,KNS_Компьютеры,Компьютеры Acer,ID: 328466,https://cdn.kns.ru/linkpics/acer-aspire-x3990--pt-sgke1-024--0.jpg,Модель CPU Intel Core i3 540 Тактовая частота CPU 3.06 ГГц Объём 3072 Мб Объем диска HDD 320 Гб Графический чипсет nVidia GeForce GT320 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3950-pt-se6e1-010/,23400
Компьютер Acer Veriton EX2620G DT.VRWER.013,KNS_Компьютеры,Компьютеры Acer,ID: 608919,https://cdn.kns.ru/linkpics/acer-veriton-ex2620g-dt-vrwer-013-0.jpg,Модель CPU Intel Pentium J5005 Тактовая частота CPU 1.5 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 605 Объем видеопамяти использует системную Операционная система Linux,,https://www.kns.ru/product/kompyuter-acer-veriton-ex2620g-dt-vrwer-013/,18673
Компьютер Acer Aspire X3810 98.OYM7Y.R7B,KNS_Компьютеры,Компьютеры Acer,ID: 314730,https://cdn.kns.ru/linkpics/acer-aspire-x1300--98-w2f7s-r7b--1.jpg,Модель CPU Intel Pentium Dual-Core E6300 Тактовая частота CPU 2.8 ГГц Объём 3072 Мб Объем диска HDD 320 Гб Графический чипсет nVidia GeForce G210 Объем видеопамяти 512 Мб Операционная система Microsoft Windows Vista Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3810-98-oym7y-r7b/,48578
Компьютер Acer Aspire X3810 98.OYM71.R7B,KNS_Компьютеры,Компьютеры Acer,ID: 316605,https://cdn.kns.ru/linkpics/acer-aspire-x3300--pt-sbxe1-004--0.jpg,Модель CPU Intel Pentium Dual-Core E6300 Тактовая частота CPU 2.8 ГГц Объём 3072 Мб Объем диска HDD 320 Гб Графический чипсет nVidia GeForce GT220 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows Vista Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3810-98-oym71-r7b/,20808
Компьютер Acer Aspire TC605 DT.SRQER.028,KNS_Компьютеры,Компьютеры Acer,ID: 442211,https://cdn.kns.ru/linkpics/acer-aspire-tc605--dt-srqer-028--2.jpg,Модель CPU Intel Core i3 4130 Тактовая частота CPU 3.4 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет nVidia GeForce GT625 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 8,,https://www.kns.ru/product/kompyuter-acer-aspire-tc605-dt-srqer-028/,29414
Компьютер Acer Aspire M3800 PT.SC5E1.003,KNS_Компьютеры,Компьютеры Acer,ID: 325478,https://cdn.kns.ru/linkpics/kompyuteri-aspire-m3800-0.jpg,Модель CPU Intel Core 2 Quad Q8300 Тактовая частота CPU 2.5 ГГц Объём 4096 Мб Объем диска HDD 320 Гб Графический чипсет nVidia GeForce GT330 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m3800-pt-sc5e1-003/,22200
Компьютер Acer Aspire M5400 PT.SE1E1.002,KNS_Компьютеры,Компьютеры Acer,ID: 327392,https://cdn.kns.ru/linkpics/acer-aspire-m5910--pt-sdwe1-022--0.jpg,Модель CPU AMD Phenom II X6 1035T Тактовая частота CPU 2.6 ГГц Объём 3072 Мб Объем диска HDD 500 Гб Графический чипсет ATI Radeon HD 5750 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m5400-pt-se1e1-002/,66269
Компьютер Acer Veriton X6650G DT.VPXER.002,KNS_Компьютеры,Компьютеры Acer,ID: 599178,https://cdn.kns.ru/linkpics/acer-veriton-x6650g-dt-vpxer-002-0.jpg,Модель CPU Intel Core i5 6400 Тактовая частота CPU 2.7 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 530 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x6650g-dt-vpxer-002/,43384
Компьютер Acer Veriton N4660G DT.VRDER.1AK,KNS_Компьютеры,Компьютеры Acer,ID: 629423,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-1ak-0-v1.jpg,Модель CPU Intel Core i5 9400 Тактовая частота CPU 2.9 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска SSD 256 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-1ak/,39944
Компьютер Acer Veriton N4660G DT.VRDER.1AK,KNS_Компьютеры,Компьютеры Acer,ID: 629423,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-1ak-0-v1.jpg,Модель CPU Intel Core i5 9400 Тактовая частота CPU 2.9 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска SSD 256 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-1ak/,39944
Компьютер Acer Aspire MC605 DT.SM1ER.003,KNS_Компьютеры,Компьютеры Acer,ID: 399660,https://cdn.kns.ru/linkpics/acer-aspire-mc605--dt-sm1er-003--1.jpg,Модель CPU Intel Core i5 3330 Тактовая частота CPU 3.0 ГГц Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет ATI Radeon HD 8470 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 8,,https://www.kns.ru/product/kompyuter-acer-aspire-mc605-dt-sm1er-003/,20350
Компьютер Acer Aspire T3-710 DT.B1HER.003,KNS_Компьютеры,Компьютеры Acer,ID: 530014,https://cdn.kns.ru/linkpics/acer-aspire-t3-710-dt-b1her-003-0.jpg,Модель CPU Intel Core i5 6400 Тактовая частота CPU 2.7 ГГц Количество ядер процессора 4 ядра Объём 6144 Мб Объем диска HDD 1000 Гб Графический чипсет Nvidia GeForce GTX745 Объем видеопамяти 4096 Мб Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-aspire-t3-710-dt-b1her-003/,49468
Компьютер Acer eMachines EL1700 98.FHD7Z.RFB,KNS_Компьютеры,Компьютеры Acer,ID: 313370,https://cdn.kns.ru/linkpics/acer-emachines-el1700--98-fhd7z-rfb--0.jpg,Модель CPU Intel Celeron Dual-Core E1400 Тактовая частота CPU 2 ГГц Объём 1024 Мб Объем диска HDD 160 Гб Графический чипсет NVidia GeForce 7050 Объем видеопамяти 896 Мб Операционная система Microsoft Windows Vista Home Basic,,https://www.kns.ru/product/kompyuter-acer-emachines-el1700-98-fhd7z-rfb/,30818
Компьютер Acer Aspire M5811 92.MHM7N.R7Y,KNS_Компьютеры,Компьютеры Acer,ID: 323019,https://cdn.kns.ru/linkpics/acer-aspire-m5810-91-mhm75-rcn-0.jpg,Модель CPU Intel Core i3 530 Тактовая частота CPU 2.93 ГГц Объём 3072 Мб Объем диска HDD 320 Гб Графический чипсет nVidia GeForce GT330 Объем видеопамяти 1536 Мб Операционная система Microsoft Windows 7 Home Premium,,https://www.kns.ru/product/kompyuter-acer-aspire-m5811-92-mhm7n-r7y/,25000
Компьютер Acer Aspire X3400 PT.SE2E1.003,KNS_Компьютеры,Компьютеры Acer,ID: 328071,https://cdn.kns.ru/linkpics/acer-aspire-x3400--pt-se2e1-011--0.jpg,Модель CPU Athlon II X3 405е Тактовая частота CPU 2.3 ГГц Объём 3072 Мб Объем диска HDD 320 Гб Графический чипсет ATI Radeon HD 5570 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3400-pt-se2e1-003/,49631
Компьютер Acer Veriton X2640G DT.VPUER.018,KNS_Компьютеры,Компьютеры Acer,ID: 556506,https://cdn.kns.ru/linkpics/acer-veriton-x2640g-dt-vpuer-018-0.jpg,Модель CPU Intel Core i3 6100 Тактовая частота CPU 3.7 Ггц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 530 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x2640g-dt-vpuer-018/,27940
Компьютер Acer Aspire TC605 DT.SRQER.049,KNS_Компьютеры,Компьютеры Acer,ID: 442212,https://cdn.kns.ru/linkpics/acer-aspire-tc605--dt-srqer-049--3.jpg,Модель CPU Intel Core i5 4440 Тактовая частота CPU 3.1 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет nVidia GeForce GT635 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 8,,https://www.kns.ru/product/kompyuter-acer-aspire-tc605-dt-srqer-049/,39944
Компьютер Acer Veriton N4660G DT.VRDER.17R,KNS_Компьютеры,Компьютеры Acer,ID: 610421,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-17r-0.jpg,Модель CPU Intel Core i5 9400T Тактовая частота CPU 1.8 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска SSD 256 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-17r/,38470
Компьютер Acer Veriton N4660G DT.VRDER.052,KNS_Компьютеры,Компьютеры Acer,ID: 602362,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-052-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска SSD 128 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-052/,41137
Компьютер Acer Veriton EX2620G DT.VRVER.01A,KNS_Компьютеры,Компьютеры Acer,ID: 606940,https://cdn.kns.ru/linkpics/acer-veriton-ex2620g-dt-vrver-01a-0.jpg,Модель CPU Intel Celeron J4005 Тактовая частота CPU 2 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 600 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-ex2620g-dt-vrver-01a/,15163
Компьютер Acer Aspire X3995 DT.SJLER.004,KNS_Компьютеры,Компьютеры Acer,ID: 380261,https://cdn.kns.ru/linkpics/acer-aspire-x3995--dt-sjler-004--0.jpg,Модель CPU Intel Core i5 3450 Тактовая частота CPU 3.1 ГГц Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет nVidia GeForce GT620 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3995-dt-sjler-004/,20280
Компьютер Acer Veriton M6660G DT.VQUER.152,KNS_Компьютеры,Компьютеры Acer,ID: 598667,https://cdn.kns.ru/linkpics/acer-veriton-m6660g-dt-vquer-152-0.jpg,Модель CPU Intel Core i7 8700 Тактовая частота CPU 3.2 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска SSD 256 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-m6660g-dt-vquer-152/,68866
Компьютер Acer Aspire M1470 DT.SHJER.018,KNS_Компьютеры,Компьютеры Acer,ID: 382023,https://cdn.kns.ru/linkpics/acer-aspire-m1470--dt-shjer-018--0.jpg,Модель CPU AMD E2-3200 Тактовая частота CPU 2.4 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет ATI Radeon HD 7470 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m1470-dt-shjer-018/,13802
Компьютер Acer Aspire M3910 PT.SDXE1.002,KNS_Компьютеры,Компьютеры Acer,ID: 327391,https://cdn.kns.ru/linkpics/acer-aspire-m3910--pt-sdxe1-035--0.jpg,Модель CPU Intel Core i3 530 Тактовая частота CPU 2.93 ГГц Объём 3072 Мб Объем диска HDD 320 Гб Графический чипсет nVidia GeForce GT320 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m3910-pt-sdxe1-002/,56160
Компьютер Acer Veriton S4620G DT.VE3ER.007,KNS_Компьютеры,Компьютеры Acer,ID: 394804,https://cdn.kns.ru/linkpics/acer-veriton-s4620g--dt-ve3er-007--0.jpg,Модель CPU Intel Core i5 3330 Тактовая частота CPU 3.0 ГГц Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет ATI Radeon HD 7470 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-s4620g-dt-ve3er-007/,24600
Компьютер Acer Aspire X3400 PT.SE2E1.002,KNS_Компьютеры,Компьютеры Acer,ID: 328070,https://cdn.kns.ru/linkpics/acer-aspire-x3400--pt-se2e1-011--0.jpg,Модель CPU Athlon II X3 405е Тактовая частота CPU 2.3 ГГц Объём 3072 Мб Объем диска HDD 320 Гб Графический чипсет ATI Radeon HD 5450 Объем видеопамяти 512 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3400-pt-se2e1-002/,20096
Компьютер Acer Veriton EX2620G DT.VRWER.005,KNS_Компьютеры,Компьютеры Acer,ID: 595593,https://cdn.kns.ru/linkpics/acer-veriton-ex2620g-dt-vrwer-005-0.jpg,Модель CPU Intel Pentium J5005 Тактовая частота CPU 1.5 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel UHD 605 Объем видеопамяти использует системную Операционная система Linux,,https://www.kns.ru/product/kompyuter-acer-veriton-ex2620g-dt-vrwer-005/,17831
Компьютер Acer Veriton EX2620G DT.VRWER.005,KNS_Компьютеры,Компьютеры Acer,ID: 595593,https://cdn.kns.ru/linkpics/acer-veriton-ex2620g-dt-vrwer-005-0.jpg,Модель CPU Intel Pentium J5005 Тактовая частота CPU 1.5 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel UHD 605 Объем видеопамяти использует системную Операционная система Linux,,https://www.kns.ru/product/kompyuter-acer-veriton-ex2620g-dt-vrwer-005/,17831
Компьютер Acer Veriton X490G PS.VAVE3.289,KNS_Компьютеры,Компьютеры Acer,ID: 347133,https://cdn.kns.ru/linkpics/acer-veriton-x490g--ps-vave3-289--0.jpg,Модель CPU Intel Core i5 650 Тактовая частота CPU 3.2 ГГц Объём 4096 Мб Объем диска HDD 320 Гб Графический чипсет nVidia GeForce GT320 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x490g-ps-vave3-289/,58477
Компьютер Acer Aspire X3400 PT.SE2E1.002,KNS_Компьютеры,Компьютеры Acer,ID: 328070,https://cdn.kns.ru/linkpics/acer-aspire-x3400--pt-se2e1-011--0.jpg,Модель CPU Athlon II X3 405е Тактовая частота CPU 2.3 ГГц Объём 3072 Мб Объем диска HDD 320 Гб Графический чипсет ATI Radeon HD 5450 Объем видеопамяти 512 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3400-pt-se2e1-002/,20096
Компьютер Acer Veriton X490G PS.VAVE3.120,KNS_Компьютеры,Компьютеры Acer,ID: 330724,https://cdn.kns.ru/linkpics/acer-veriton-x490g--ps-vave3-289--0.jpg,Модель CPU Intel Core i3 540 Тактовая частота CPU 3.06 ГГц Объём 2048 Мб Объем диска HDD 320 Гб Графический чипсет Intel GMA HD Объем видеопамяти 256 Мб Операционная система Microsoft Windows XP Professional + Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x490g-ps-vave3-120/,48087
Компьютер Acer Veriton X2611G DT.VJ5ER.004,KNS_Компьютеры,Компьютеры Acer,ID: 427499,https://cdn.kns.ru/linkpics/acer-veriton-x2611g--dt-vj5er-004--2.jpg,Модель CPU Intel Pentium G2030 Тактовая частота CPU 3.0 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x2611g-dt-vj5er-004/,69287
Компьютер Acer Veriton S4610G DT.VCAER.021,KNS_Компьютеры,Компьютеры Acer,ID: 398594,https://cdn.kns.ru/linkpics/acer-veriton-s4610g--dt-vcaer-021--0.jpg,Модель CPU Intel Core i3 2120 Тактовая частота CPU 3.3 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics Объем видеопамяти использует системную Операционная система Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-s4610g-dt-vcaer-021/,46192
Компьютер Acer Veriton N4660G DT.VRDER.17F,KNS_Компьютеры,Компьютеры Acer,ID: 607440,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-17f-0.jpg,Модель CPU Intel Core i5 8500T Тактовая частота CPU 2.1 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска HDD 500 Гб Объем диска SSD 128 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-17f/,52510
Компьютер Acer Aspire X3950 PT.SE6E1.003,KNS_Компьютеры,Компьютеры Acer,ID: 328074,https://cdn.kns.ru/linkpics/acer-aspire-x3990--pt-sgke1-024--0.jpg,Модель CPU Intel Core i5 650 Тактовая частота CPU 3.2 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет nVidia GeForce GT320 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3950-pt-se6e1-003/,61776
Компьютер Acer Veriton N4660G DT.VRDER.063,KNS_Компьютеры,Компьютеры Acer,ID: 596251,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-063-0.jpg,Модель CPU Intel Core i5 8400T Тактовая частота CPU 1.7 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-063/,39101
Компьютер Acer Veriton N4640G DT.VQ0ER.079,KNS_Компьютеры,Компьютеры Acer,ID: 567776,https://cdn.kns.ru/linkpics/acer-veriton-n4640g-dt-vq0er-079-0.jpg,Модель CPU Intel Core i5 7500T Тактовая частота CPU 2.7 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4640g-dt-vq0er-079/,45209
Компьютер Acer Veriton N4660G DT.VRDER.069,KNS_Компьютеры,Компьютеры Acer,ID: 586870,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-069-0.jpg,Модель CPU Intel Core i5 8400T Тактовая частота CPU 1.7 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-069/,30046
Компьютер Acer Veriton M480G PS.V75E9.021,KNS_Компьютеры,Компьютеры Acer,ID: 325837,https://cdn.kns.ru/linkpics/acer-veriton-m480g--ps-v75e9-021--0.jpg,Модель CPU Intel Core 2 Duo E8500 Тактовая частота CPU 3.16 ГГц Объём 2048 Мб Объем диска HDD 320 Гб Графический чипсет Intel GMA 4500 Объем видеопамяти 12288 Мб Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-m480g-ps-v75e9-021/,44296
Компьютер Acer Aspire X3470 DT.SHKER.004,KNS_Компьютеры,Компьютеры Acer,ID: 373194,https://cdn.kns.ru/linkpics/acer-aspire-x3470--dt-shker-005--0.jpg,Модель CPU AMD А6-3620 Тактовая частота CPU 2.4 ГГц Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет nVidia GeForce GT520 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3470-dt-shker-004/,16232
Компьютер Acer Veriton N4640G DT.VQ0ER.137,KNS_Компьютеры,Компьютеры Acer,ID: 629419,https://cdn.kns.ru/linkpics/acer-veriton-n4640g-dt-vq0er-137-0-v1.jpg,Модель CPU Intel Pentium G4560T Тактовая частота CPU 2.9 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 610 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4640g-dt-vq0er-137/,30467
Компьютер Acer Aspire M5910 PT.SDWE1.005,KNS_Компьютеры,Компьютеры Acer,ID: 334900,https://cdn.kns.ru/linkpics/acer-aspire-m5910--pt-sdwe1-022--0.jpg,Модель CPU Intel Core i5 650 Тактовая частота CPU 3.2 ГГц Объём 6144 Мб Объем диска HDD 500 Гб Графический чипсет ATI Radeon HD 5850 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m5910-pt-sdwe1-005/,81221
Компьютер Acer Veriton M275 PS.VALE9.018,KNS_Компьютеры,Компьютеры Acer,ID: 328167,https://cdn.kns.ru/linkpics/acer-veriton-m275--ps-vale9-019--0.jpg,Модель CPU Intel Celeron Dual-Core E3300 Тактовая частота CPU 2.5 ГГц Объём 2048 Мб Объем диска HDD 160 Гб Графический чипсет Intel GMA X3150 Объем видеопамяти 12288 Мб Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-m275-ps-vale9-018/,31169
Компьютер Acer Aspire X3990 PT.SGKE1.006,KNS_Компьютеры,Компьютеры Acer,ID: 350461,https://cdn.kns.ru/linkpics/acer-aspire-x3990--pt-sgke1-024--0.jpg,Модель CPU Intel Core i5 2300 Тактовая частота CPU 2.8 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет nVidia GeForce GT520 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3990-pt-sgke1-006/,21640
Компьютер Acer Aspire X3990 PT.SGKE1.006,KNS_Компьютеры,Компьютеры Acer,ID: 350461,https://cdn.kns.ru/linkpics/acer-aspire-x3990--pt-sgke1-024--0.jpg,Модель CPU Intel Core i5 2300 Тактовая частота CPU 2.8 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет nVidia GeForce GT520 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3990-pt-sgke1-006/,21640
Компьютер Acer Veriton ES2730G DT.VS2ER.029,KNS_Компьютеры,Компьютеры Acer,ID: 595342,https://cdn.kns.ru/linkpics/acer-veriton-es2730g-dt-vs2er-029-0.jpg,Модель CPU Intel Core i5 8400 Тактовая частота CPU 2.8 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-es2730g-dt-vs2er-029/,36364
Компьютер Acer Veriton X2640G DT.VMXER.039,KNS_Компьютеры,Компьютеры Acer,ID: 529403,https://cdn.kns.ru/linkpics/acer-veriton-x2640g-dt-vmxer-039-0.jpg,Модель CPU Intel Core i5 6400 Тактовая частота CPU 2.7 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 530 Объем видеопамяти использует системную Операционная система Windows 7 Pro + Windows 10 Pro,,https://www.kns.ru/product/kompyuter-acer-veriton-x2640g-dt-vmxer-039/,45996
Компьютер Acer Aspire TC605 DT.SRQER.085,KNS_Компьютеры,Компьютеры Acer,ID: 452669,https://cdn.kns.ru/linkpics/acer-aspire-tc605--dt-srqer-085--0.jpg,Модель CPU Intel Core i5 4460 Тактовая частота CPU 3.2 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет nVidia GeForce GT625 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 8.1,,https://www.kns.ru/product/kompyuter-acer-aspire-tc605-dt-srqer-085/,48157
Компьютер Acer Aspire XC-886 DT.BDDER.00V,KNS_Компьютеры,Компьютеры Acer,ID: 611458,https://cdn.kns.ru/linkpics/acer-aspire-xc-886-dt-bdder-00v-0.jpg,Модель CPU Intel Core i5 9400 Тактовая частота CPU 2.9 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска HDD 1000 Гб Объем диска SSD 128 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-aspire-xc-886-dt-bdder-00v/,41558
Компьютер Acer Veriton N4640G DT.VQ0ER.138,KNS_Компьютеры,Компьютеры Acer,ID: 609327,https://cdn.kns.ru/linkpics/acer-veriton-n4640g-dt-vq0er-138-0.jpg,Модель CPU Intel Core i3 6100T Тактовая частота CPU 3.2 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска SSD 128 Гб Графический чипсет Intel HD Graphics 530 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4640g-dt-vq0er-138/,37768
Компьютер Acer Veriton L670G P2.AIE9Z.9FS,KNS_Компьютеры,Компьютеры Acer,ID: 316107,https://cdn.kns.ru/linkpics/acer-veriton-l670g-p2-aie9z-9fs-0.jpg,Модель CPU Intel Core 2 Duo E7400 Тактовая частота CPU 2.8 ГГц Объём 2048 Мб Объем диска HDD 160 Гб Графический чипсет Intel GMA 4500 Объем видеопамяти 256 Мб Операционная система Microsoft Windows XP Professional + Windows Vista Business,,https://www.kns.ru/product/kompyuter-acer-veriton-l670g-p2-aie9z-9fs/,46332
Компьютер Acer Aspire E360 91.9N97E.R8S,KNS_Компьютеры,Компьютеры Acer,ID: 283450,https://cdn.kns.ru/linkpics/acer-aspire-e360--91-9n97e-r8s--0.jpg,Модель CPU AMD Athlon 64 3400+ Тактовая частота CPU 2.2 Ггц Объём 512 Мб Объем диска HDD 80 Гб Графический чипсет NVidia GeForce 7300 LE Объем видеопамяти 256 Мб Операционная система Microsoft Windows XP Media Center Edition,,https://www.kns.ru/product/kompyuter-acer-aspire-e360-91-9n97e-r8s/,12268
